worst, 0.05103496925531247
waste, 0.03331168971336268
awful, 0.028873934196432863
excellent, 0.020600093748705632
terrible, 0.01965489826872211
worse, 0.01848419001792017
stupid, 0.018078413224725753
wonderful, 0.01803283534513054
boring, 0.016389946042751576
horrible, 0.015810192634731813
nothing, 0.015339727871735404
best, 0.015152594788677948
poor, 0.014668318162687398
crap, 0.013920527578346987
minutes, 0.013519542861687328
supposed, 0.013244633734549316
poorly, 0.013148171046534792
perfect, 0.012228485954679055
plot, 0.012109377980661529
lame, 0.012055527788577157
love, 0.011810536337650834
amazing, 0.011279155296851202
script, 0.01101980574904704
ridiculous, 0.010907575658399997
acting, 0.01070543257798931
favorite, 0.010620263849416542
money, 0.010262026444943423
pointless, 0.010158443626435953
superb, 0.010000795594681729
loved, 0.009703074249370766
avoid, 0.009691525974303918
beautiful, 0.00968154641224838
annoying, 0.009223501526517151
oh, 0.008897662543498462
dull, 0.008701605920785078
mess, 0.00869366526823194
badly, 0.00849864481222158
wasted, 0.008302721969718046
highly, 0.00825840618179343
laughable, 0.008145078048475703
brilliant, 0.007972796324166129
pathetic, 0.007392565594334663
fails, 0.007360542408509732
thing, 0.00735101432283658
horror, 0.007174163387691168
fantastic, 0.00714204873094984
today, 0.0069946342150944835
performance, 0.0069315261350310214
cheap, 0.006902292549111257
unless, 0.006884666349960499
why, 0.00685713839859603
instead, 0.006590045942756223
beautifully, 0.00647290628681977
always, 0.006438164804701177
least, 0.006422116473376399
both, 0.006354636911171163
wonderfully, 0.006354528915010756
touching, 0.006108572350986651
performances, 0.006088886233665991
redeeming, 0.006034531050813001
decent, 0.005962929263055521
gore, 0.005831545358188143
reason, 0.0057880517136093546
garbage, 0.00571312367576942
unfunny, 0.005627652636182279
life, 0.005604560664622366
enjoyed, 0.005601076037185473
save, 0.005588372888761215
anything, 0.0055840878736011235
unfortunately, 0.005432597570534006
powerful, 0.005374845515262523
excuse, 0.005329450905988391
job, 0.0052855830801185055
outstanding, 0.005269976451917074
terrific, 0.005267108203969022
heart, 0.005213093518274148
predictable, 0.0050894766781163815
guy, 0.005053528685046008
young, 0.005031400666162283
sorry, 0.005023169084511815
years, 0.004939306054480869
better, 0.004774438257489216
low, 0.004753131044064968
world, 0.0047459684089786736
perfectly, 0.004702521883138883
atrocious, 0.004690639331332024
family, 0.004685825386388065
guess, 0.004675667261647323
dumb, 0.004640466937031053
looks, 0.0046149948910283595
sucks, 0.004564453016725001
wooden, 0.004523601457937854
strong, 0.0044803582214892335
mean, 0.004413102904134901
lousy, 0.004301166950178861
someone, 0.0042707324022366044
attempt, 0.004266666761439573
joke, 0.004249032328609896
idea, 0.004233456884169803
remotely, 0.004223582832075277
bunch, 0.004210526359485645
captures, 0.004205687175596088
subtle, 0.004139719094455804
different, 0.004089980589741804
gem, 0.0040777054256207635
fake, 0.004075931749619914
insult, 0.004051563632767213
bother, 0.004050585332784662
moving, 0.004021710295669213
role, 0.004002484055416089
unbelievable, 0.003989040065401564
delightful, 0.00397612245898549
budget, 0.003967552228959614
journey, 0.003947090606466912
amateurish, 0.0038623595720907195
disappointing, 0.0038568417158523424
recommended, 0.0037956145180293565
unique, 0.003782690788552971
underrated, 0.0037349243063765046
incoherent, 0.0037227606808465973
true, 0.003706898577634621
stunning, 0.003704333249978025
refreshing, 0.003697316726178149
none, 0.0036516021458697853
classic, 0.003641453990622122
dreadful, 0.0036406624359869282
especially, 0.0036359384766910807
gives, 0.003631509517983876
mediocre, 0.0035881774716087864
uninteresting, 0.0035742346234558806
tedious, 0.00353846174753386
off, 0.003487488974725367
failed, 0.003480902820220762
seriously, 0.0034750638455046667
emotions, 0.003463663546833964
rare, 0.0034550759305346165
something, 0.0034105696588069556
shows, 0.003387767783212217
half, 0.0033822616468353675
enjoy, 0.0033432265207176334
apparently, 0.003341499745522107
pile, 0.0033110773664050087
flawless, 0.0032851989459021366
unwatchable, 0.0032779944696222545
disappointment, 0.003268945705296738
plain, 0.00326737955428957
sweet, 0.0032502500975692475
unconvincing, 0.0032476873540343266
each, 0.0032391475834366024
hell, 0.003203235544204569
definitely, 0.003199834730122593
flat, 0.0031793117368750304
simple, 0.003163106581331794
effort, 0.0031363939538691446
incredible, 0.003127536391779401
beauty, 0.00312533148525114
masterpiece, 0.00311954296028737
random, 0.0031155487087324643
hour, 0.0031150081974364516
embarrassing, 0.0031054382693406716
greatest, 0.0031040962988970536
finest, 0.003085136500707605
portrayal, 0.003080445533799705
premise, 0.003066867797431542
wasting, 0.0030630641009307073
ca, 0.003062547279854666
trash, 0.0030540214500240914
total, 0.003045831165573838
bored, 0.0030389064031597114
ok, 0.003034763719792319
brilliantly, 0.003020549810270135
fun, 0.003000295052209445
supporting, 0.0029789356157446586
nowhere, 0.0029761948695279563
helps, 0.0029716331984645794
watching, 0.0029525340632485797
enjoyable, 0.0029523639816555793
magnificent, 0.002942549331553459
still, 0.002939623492163146
friendship, 0.002907937294891085
actually, 0.0029067644511673874
oscar, 0.0029061718585533074
man, 0.0028992880233136287
effects, 0.002886108920330338
works, 0.0028714584148131633
breathtaking, 0.0028394963047830824
rubbish, 0.0028369087133490786
remarkable, 0.0028344143896680656
problem, 0.0028299116484827233
either, 0.0028197468534667744
own, 0.0027881783718833736
god, 0.00278272777019244
whatsoever, 0.0027786091647875443
noir, 0.002767376453725973
favorites, 0.002761582452614599
painful, 0.002753038536051411
perfection, 0.0027521678464223084
screaming, 0.00274113379059908
costs, 0.0027314849557291973
realistic, 0.0027151430913044047
superbly, 0.0027053418319650554
plays, 0.002691290669950011
